-14.97196018,-15.31816948,-15.43852655,-15.49511474,-15.48756994,-15.4623777,-15.49466047,-15.49891763,-15.45346549,-15.46522709,-15.463951,-15.47666179,-15.47251585,-15.46792158,-15.45692084,-15.39769848,-15.43029761,-15.37978917,-15.39977631,-15.4265885,-15.43390017,-15.3716994,,-15.38133314,,-15.37925183,-15.3539168,-15.39568077,-15.38793609,-15.35984817,-15.33992393,-15.34117753,-15.29745308,-15.32231496,-15.29887128,-15.30629904,-15.29363316,-15.27910799,-15.2689347,-15.29125703,-15.31325902,-15.303403,-15.3135893,-15.27208882,-15.28679428,-15.30671575,-15.28242946,-15.32269412,-15.37873873,-15.34218492,-15.35662585,-15.33344004,-15.30856815,-15.31274632,-15.32526647,-15.28775343,-15.29817025,-15.27369578,-15.32267879,-15.28232148,-15.27304248,-15.25723029,-15.27965948,-15.27827393,-15.28942057,-15.26681043,-15.28809489,-15.26284942,-15.23503296,-15.24440446
-14.60723889,-14.97626892,-15.0923643,-15.15627446,-15.12765641,-15.11104461,-15.09698541,-15.14401598,-15.09700427,-15.07597807,-15.09853034,-15.11743517,-15.06411653,-15.09210799,-15.07762898,-15.03888556,-15.03571737,-15.00721242,-15.02435684,-15.04708919,-15.03426026,-14.99392572,-15.01842408,-14.97386147,-15.00309428,-14.98739335,-14.95223219,-14.99805153,-14.97937061,-14.96719682,-14.96251924,-14.93854965,-14.88522258,-14.90340321,-14.8968635,-14.9007547,-14.88112986,-14.86485872,-14.8892855,-14.88301551,-14.87812396,-14.90596241,-14.90382443,-14.86570562,-14.87046984,-14.91024347,-14.8746248,-14.90735859,-14.9784108,-14.92703599,-14.92128909,-14.94072016,-14.90424549,-14.887165,-14.89473741,-14.88661072,-14.86570808,-14.89419896,-14.91517825,-14.85963987,-14.87161792,-14.86161499,-14.90168223,-14.8679518,-14.86868846,-14.82905398,-14.8553824,-14.8290311,-14.82500633,-14.79798429
-13.75185668,-14.20688301,-14.31117917,-14.36318092,-14.35655953,-14.33874574,-14.31944871,-14.35909186,-14.33135831,-14.3159132,-14.30690554,-14.32573607,-14.29556478,-14.30904549,-14.30696721,-14.27285465,-14.25641666,-14.23841302,-14.22420428,-14.2230834,-14.21051278,-14.19035941,,-14.1836674,-14.19684209,-14.18663396,-14.17912599,-14.18069963,-14.16580579,-14.16274413,-14.1407535,-14.11290453,-14.12488674,-14.12785811,-14.10365801,-14.10274539,-14.09712131,-14.07535495,-14.0903769,-14.07831258,-14.08426182,-14.09065541,-14.09031918,-14.07154953,-14.08553801,-14.10571603,-14.09783183,-14.11525418,-14.12576881,-14.12753079,-14.14211098,-14.14084932,-14.14299591,-14.13237482,-14.12982484,-14.10732308,-14.09899011,-14.12551131,-14.14398521,-14.09897518,-14.12304742,-14.10463921,-14.12235565,-14.08743187,-14.09911459,-14.04984532,-14.08682025,-14.06589712,-14.07193501,-14.02278758
-12.68617253,-13.12691581,-13.24925299,-13.29930544,-13.30135749,-13.29109489,-13.28424632,-13.29384213,-13.27741795,-13.26990543,-13.25891344,-13.25871912,-13.25290066,-13.24773813,-13.24165201,-13.21213667,-13.20918008,-13.19503668,-13.18232366,-13.17233959,-13.15109678,-13.12846887,-13.15594972,-13.09487047,-13.11568621,-13.11315843,-13.10295066,-13.11272009,-13.09674578,-13.07571348,-13.06350584,-13.02448433,-13.05151875,-13.06813519,-13.03388072,-13.03797654,-13.01751642,-13.01499915,-12.99876058,-13.00801751,-13.0236937,-13.02037753,-13.01761753,-12.99622346,-13.01080878,-13.03452461,-13.05030946,-13.04320965,-13.04951125,-13.0563555,-13.05675867,-13.06067856,-13.06882339,-13.05971288,-13.05583505,-13.04912501,-13.04810968,-13.05493018,-13.06854045,-13.04787373,-13.05623191,-13.03942427,-13.03257184,-13.04216241,-13.02337863,-13.00748017,-12.9986337,-12.99598283,-12.99981283,-12.97128065
-12.78171355,-13.22204779,-13.31992651,-13.36227199,-13.34703237,-13.31858126,-13.3105569,-13.30274238,-13.28077139,-13.26965964,-13.24314799,-13.2307565,-13.22213712,-13.19356458,-13.17866302,-13.15532054,-13.14467022,-13.14137346,-13.12972187,-13.11379401,-13.11381868,-13.11565541,-13.16121223,-13.20334487,-13.2766855,-13.33900075,-13.40842346,-13.49123938,-13.52381842,-13.51678466,-13.49161405,-13.43472476,-13.41415978,-13.39493711,-13.33064661,-13.29990327,-13.28114159,-13.23682673,-13.22292404,-13.19527134,-13.17648749,-13.16052701,-13.14276784,-13.11540289,-13.11446621,-13.1145895,-13.10416499,-13.10982634,-13.09948704,-13.10194704,-13.08670439,-13.07669057,-13.0526027,-13.04659474,-13.03897495,-13.03826095,-13.0122322,-13.01288906,-13.02540154,-13.02343227,-13.00197582,-13.00457118,-13.00071688,-13.0279616,-13.03323644,-13.05481946,-13.09139353,-13.14141555,-13.19578056,-13.2712563
-12.32262724,-12.77046509,-12.88433142,-12.94006166,-12.93700234,-12.93271789,-12.92837988,-12.92549288,-12.91312566,-12.90868614,-12.8999551,-12.90304555,-12.89580067,-12.8918422,-12.88123302,-12.86675386,-12.83744976,-12.83327232,-12.81135022,-12.80345636,-12.80437549,-12.77247748,,-12.77217332,-12.54649122,-12.79180985,-12.77516892,-12.78241691,-12.76900843,-12.75159828,-12.7372604,-12.70195391,-12.71887682,-12.71798894,-12.70813826,-12.69441873,-12.69226527,-12.68396598,-12.69241988,-12.67973262,-12.67995342,-12.69619642,-12.68894039,-12.66814222,-12.68794551,-12.69281085,-12.699716,-12.70856841,-12.71173555,-12.70831751,-12.73253805,-12.72025159,-12.72156265,-12.71775798,-12.71036783,-12.71501817,-12.71480439,-12.72903552,-12.72462154,-12.71063615,-12.70822789,-12.70428617,-12.71029627,-12.70525721,-12.69119149,-12.68824681,-12.6683189,-12.67727319,-12.67639677,-12.66150059
-11.47707673,-11.9533291,-12.05427499,-12.08792594,-12.08692572,-12.07839446,-12.07821835,-12.08473154,-12.0820065,-12.06148596,-12.06299712,-12.05045437,-12.04605964,-12.03779826,-12.01673848,-12.00749841,-11.99845477,-11.99938492,-11.96714463,-11.95381401,-11.9523047,-11.92917077,-11.93245363,-11.93510567,-11.95417306,-11.96104393,-11.92803137,-11.95705911,-11.9267251,-11.91530681,-11.88464678,-11.87048946,-11.88248219,-11.88566055,-11.87320036,-11.8680827,-11.84687214,-11.82319553,-11.8474664,-11.82544106,-11.86061507,-11.85248483,-11.82616835,-11.80312468,-11.81204088,-11.85291841,-11.85802943,-11.84276285,-11.84345875,-11.85889199,-11.86749962,-11.86988827,-11.85647901,-11.87823626,-11.86008669,-11.85329272,-11.86650766,-11.85691099,-11.88098552,-11.86913146,-11.85096594,-11.82673368,-11.83431691,-11.8655927,-11.83509837,-11.81132454,-11.78819032,-11.79096839,-11.80029485,-11.79046761
-11.88250136,-12.32481114,-12.44305112,-12.48794682,-12.48898928,-12.47179862,-12.47745568,-12.47521416,-12.46532753,-12.47180976,-12.44975828,-12.44145951,-12.45314174,-12.42106727,-12.41885824,-12.38866615,-12.3946764,-12.38215055,-12.36028094,-12.36268622,-12.34022827,-12.30831733,-12.33014384,-12.29595404,-12.3325154,-12.31482649,-12.31478786,-12.31400209,-12.31213199,-12.29870201,-12.28240079,-12.24629189,-12.27142699,-12.26958943,-12.23689749,-12.24270627,-12.23176659,-12.21055775,-12.21656517,-12.21688933,-12.23133561,-12.22601063,-12.22915023,-12.21477349,-12.2180161,-12.24260994,-12.23502821,-12.25468064,-12.27318117,-12.27280647,-12.27431787,-12.2897785,-12.28934357,-12.27633424,-12.26988472,-12.23570706,-12.24666215,-12.24755298,-12.26362616,-12.24625075,-12.24280259,-12.23368311,-12.2329058,-12.23210015,-12.23479259,-12.20551418,-12.2088697,-12.20259099,-12.20979207,-12.19246316
-11.33798204,-11.76303373,-11.88088951,-11.9363654,-11.93512394,-11.92736923,-11.92451375,-11.91991078,-11.89820618,-11.89616316,-11.89415422,-11.88982047,-11.87928488,-11.86624494,-11.85583071,-11.84107094,-11.81263406,-11.80872127,-11.80151444,-11.77340814,-11.77400161,-11.7392513,-11.78768825,-11.76809485,-11.79704281,-11.74459842,-11.74025726,-11.76621837,-11.72007017,-11.70360061,-11.69781992,-11.6810067,-11.68655588,-11.70348756,-11.65410585,-11.69474704,-11.66273239,-11.65788545,-11.6420416,-11.65325363,-11.6746166,-11.66162844,-11.69175688,-11.65630434,-11.64969546,-11.68942295,-11.69292197,-11.68031394,-11.69793356,-11.68967489,-11.70608477,-11.71946875,-11.71348093,-11.68676256,-11.7024243,-11.7019036,-11.6955901,-11.6882541,-11.69520283,-11.66479635,-11.69836529,-11.67818673,-11.69709232,-11.69570398,-11.66811858,-11.65052675,-11.62499127,-11.63577834,-11.64583951,-11.6141696
-10.97074156,-11.49303092,-11.51863756,-11.5600087,-11.55931171,-11.55299265,-11.54506792,-11.54875073,-11.53465739,-11.53621479,-11.49393633,-11.52821933,-11.52337229,-11.51463576,-11.49233077,-11.47304429,-11.4389798,-11.46283369,-11.42012277,-11.3971013,-11.4150915,-11.3925342,-11.40617826,-11.40644584,-11.42685341,-11.41535689,-11.38598059,-11.40457144,-11.38903581,-11.36629497,-11.35138675,-11.31484601,-11.34016449,-11.37465297,-11.30091402,-11.35438481,-11.31290367,-11.31228787,-11.34432742,-11.31494304,-11.3267476,-11.34221641,-11.33371519,-11.31199605,-11.32190621,-11.35693912,-11.3534332,-11.33893147,-11.33493827,-11.37972238,-11.35979779,-11.35438481,-11.34095415,-11.34470508,-11.34618298,-11.32058793,-11.3396588,-11.3515431,-11.34432742,-11.34568009,-11.33795038,-11.33506527,-11.33360394,-11.32911235,-11.31894587,-11.30725115,-11.27021274,-11.27001052,-11.2553164,-11.23130732
